ID;SPOORTAK_IDENTIFICATIE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;GEOCODE;GEOCODE_KM_VAN;GEOCODE_KM_TOT;RICHTING_VOLGENS_GEOCODEKM
1436467;042_759AV_21.1;0;0,001;042__;21,05;21,049;TEGEN
1433325;470_1107V_301.7;0;0,001;470_g;301,722;301,723;MEE
1431718;514_918V_17.9;0;0,001;514_a;17,888;17,889;MEE
1435844;527_31BV_16.5;0;0,001;527_c;16,51;16,511;MEE
1436628;528_53V_29.0;0;0,001;528_b;28,97;28,971;MEE
1428378;586_237V_81.0;0;0,001;586__;81,032;81,033;MEE
1435946;608_63BV_88.8;0;0,001;608_b;88,831;88,832;MEE
1431002;817_76V_205.6;0;0,001;817_e;205,626;205,627;MEE
1435707;001_1103L_1.0;0;0,406;001_a;0,951;1,356;MEE
1435262;001_1103R_1.0;0;0,407;001_a;0,951;1,356;MEE
1438179;001_1103V_1.0;0;0,549;001_a;0,951;0,4;TEGEN
1438306;001_1103V_1.0;0,549;1,076;001_b;100;100,526;MEE
1437547;001_1107V_1.4;0;8,023;001_a;1,356;9,368;MEE
1432988;001_1125L_9.4;0;0,535;001_a;9,368;9,9;MEE
1432523;001_1125R_9.4;0;0,533;001_a;9,368;9,9;MEE
1433031;001_1129V_9.9;0;5,448;001_a;9,9;15,339;MEE
1431798;001_1145L_15.3;0;0,537;001_a;15,339;15,875;MEE
1432850;001_1145R_15.3;0;0,537;001_a;15,339;15,875;MEE
1429737;002_305L_35.8;0;0,652;002__;35,76;36,409;MEE
1429738;002_305R_35.8;0;0,652;002__;35,76;36,409;MEE
1429761;002_313V_36.4;0;3,571;002__;36,409;39,979;MEE
1427877;002_325L_40.0;0;10,49;002__;39,979;50,461;MEE
1430606;002_325R_40.0;0;10,593;002__;39,979;50,566;MEE
1435582;002_345AL_50.5;0;0,239;002__;50,461;50,7;MEE
1427655;002_345AR_50.5;0;0,105;002__;50,461;50,566;MEE
1428449;002_345BV_50.6;0;0,025;002__;50,566;50,592;MEE
1436513;002_347AL_50.6;0;0,108;002__;50,592;50,7;MEE
1429763;002_347AR_50.6;0;0,797;002__;50,592;51,388;MEE
1438655;002_347BV_50.7;0;0,79;002__;50,7;51,49;MEE
1429762;002_355AL_51.4;0;0,101;002__;51,388;51,49;MEE
1429764;002_355AR_51.4;0;0,248;002__;51,388;51,637;MEE
1429765;002_355BV_51.5;0;0,046;002__;51,49;51,536;MEE
1429775;002_357AL_51.5;0;12,167;002__;51,536;63,686;MEE
1429540;002_357AR_51.5;0;0,101;002__;51,536;51,637;MEE
1429524;002_357BV_51.6;0;12,065;002__;51,637;63,686;MEE
1426792;002_373V_63.7;0;4,571;002__;63,686;68,246;MEE
1428365;002_385L_68.2;0;0,657;002__;68,246;68,899;MEE
1434823;002_385R_68.2;0;0,729;002__;68,246;68,971;MEE
1434826;002_391R_68.9;0;0,222;002__;68,899;68,677;TEGEN
1434825;002_391V_68.9;0;0,011;002__;68,899;68,91;MEE
1440119;002_393L_68.9;0;7,949;002__;68,91;76,864;MEE
1434824;002_393R_68.9;0;0,061;002__;68,91;68,971;MEE
1426782;002_395V_69.0;0;7,89;002__;68,971;76,864;MEE
1431140;003_2213L_83.9;0;0,069;003__;83,894;83,963;MEE
1435700;003_2213R_83.9;0;0,111;003__;83,894;84,005;MEE
1431141;003_2215V_84.0;0;0,13;003__;83,963;84,092;MEE
1430451;003_2217V_84.0;0;0,132;003__;84,005;84,137;MEE
1435505;003_2221L_84.1;0;0,174;003__;84,092;84,264;MEE
1430734;003_2221R_84.1;0;0,046;003__;84,092;84,137;MEE
1430735;003_2223L_84.1;0;0,057;003__;84,137;84,193;MEE
1430736;003_2223R_84.1;0;0,057;003__;84,137;84,193;MEE
1430727;003_2225L_84.1;0;0,057;003__;84,137;84,193;MEE
1432143;003_2225R_84.1;0;0,057;003__;84,137;84,193;MEE
1431969;003_2227pV_84.2;0;0,034;003__;84,21;84,176;TEGEN
1431476;003_2227qV_84.2;0;0,034;003__;84,21;84,176;TEGEN
1431968;003_2229L_84.2;0;0,071;003__;84,193;84,264;MEE
1430946;003_2229R_84.2;0;0,048;003__;84,193;84,241;MEE
1432182;003_2231pV_84.2;0;0,034;003__;84,209;84,176;TEGEN
1432181;003_2231qV_84.2;0;0,034;003__;84,209;84,176;TEGEN
1440058;003_2233L_84.2;0;0,539;003__;84,193;84,728;MEE
1437595;003_2233R_84.2;0;0,029;003__;84,193;84,22;MEE
1432998;003_2235L_84.2;0;0,511;003__;84,22;84,727;MEE
1432999;003_2235R_84.2;0;0,048;003__;84,22;84,267;MEE
1431988;003_2237L_84.2;0;0,491;003__;84,241;84,729;MEE
1430922;003_2237R_84.2;0;0,491;003__;84,241;84,728;MEE
1440059;003_2239V_84.3;0;0,482;003__;84,264;84,743;MEE
1426984;003_2241L_84.3;0;0,464;003__;84,267;84,727;MEE
1439542;003_2241R_84.3;0;0,447;003__;84,267;84,707;MEE
1431188;003_2313V_84.1;0;0,195;003__;84,146;84,34;MEE
1432609;003_2321L_84.3;0;0,139;003__;84,285;84,424;MEE
1431377;003_2321R_84.3;0;0,055;003__;84,285;84,34;MEE
1432452;003_2323pV_84.4;0;0,034;003__;84,357;84,323;TEGEN
1431441;003_2323qV_84.4;0;0,034;003__;84,357;84,323;TEGEN
1431442;003_2325L_84.3;0;0,029;003__;84,34;84,369;MEE
1431660;003_2325R_84.3;0;0,048;003__;84,34;84,388;MEE
1432549;003_2327L_84.4;0;0,055;003__;84,369;84,424;MEE
