ID;SPOORTAK_IDENTIFICATIE;GEOCODE;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;DATUM_VERWERKING
1005;001_1103L_1.0;001_a;0;0,406;2020-06-11
1318;001_1103R_1.0;001_a;0;0,407;2020-06-11
16779;001_1103V_1.0;001_a;0;0,549;2020-06-11
16778;001_1103V_1.0;001_b;0,549;1,076;2020-06-11
1037;001_1107V_1.4;001_a;0;8,023;2020-06-11
5343;001_1125L_9.4;001_a;0;0,535;2020-06-11
5342;001_1125R_9.4;001_a;0;0,533;2020-06-11
6672;001_1129V_9.9;001_a;0;5,448;2020-06-11
6492;001_1145L_15.3;001_a;0;0,537;2020-06-11
6419;001_1145R_15.3;001_a;0;0,537;2020-06-11
8839;002_305L_35.8;002__;0;0,652;2020-06-11
8823;002_305R_35.8;002__;0;0,652;2020-06-11
8948;002_313V_36.4;002__;0;3,571;2020-06-11
11187;002_325L_40.0;002__;0;10,49;2020-06-11
8156;002_325R_40.0;002__;0;10,593;2020-06-11
1151;002_345AL_50.5;002__;0;0,239;2020-06-11
11270;002_345AR_50.5;002__;0;0,105;2020-06-11
11314;002_345BV_50.6;002__;0;0,025;2020-06-11
1638;002_347AL_50.6;002__;0;0,108;2020-06-11
8846;002_347AR_50.6;002__;0;0,797;2020-06-11
14193;002_347BV_50.7;002__;0;0,79;2020-06-11
8947;002_355AL_51.4;002__;0;0,101;2020-06-11
8845;002_355AR_51.4;002__;0;0,248;2020-06-11
8844;002_355BV_51.5;002__;0;0,046;2020-06-11
8826;002_357AL_51.5;002__;0;12,167;2020-06-11
9949;002_357AR_51.5;002__;0;0,101;2020-06-11
8462;002_357BV_51.6;002__;0;12,065;2020-06-11
10680;002_373V_63.7;002__;0;4,616;2020-06-11
6289;002_385L_68.3;002__;0;0,743;2020-06-11
6288;002_385R_68.3;002__;0;0,743;2020-06-11
5439;002_393V_69.0;002__;0;6,416;2020-06-11
14109;002_405L_75.4;002__;0;1,37;2020-06-11
14216;002_405R_75.4;002__;0;1,37;2020-06-11
