ID;SPOORTAK_IDENTIFICATIE;DOELGROEP;SPOORTAK_LRS_VAN;SPOORTAK_LRS_TOT;LOKALE_SNELHEID;DATUM_VERWERKING
183007118;001_1103L_1.0;T;0;0,101;40;2020-06-10
183007119;001_1103L_1.0;T;0,101;0,406;100;2020-06-10
183007120;001_1103R_1.0;T;0;0,407;40;2020-06-10
183007121;001_1103V_1.0;T;0;1,076;40;2020-06-10
183007122;001_1107V_1.4;T;0;0,006;100;2020-06-10
183007123;001_1107V_1.4;T;0,006;8,015;100;2020-06-10
183007124;001_1107V_1.4;T;8,015;8,023;80;2020-06-10
183007125;001_1125L_9.4;T;0;0,25;80;2020-06-10
183007126;001_1125L_9.4;T;0,25;0,535;100;2020-06-10
183007127;001_1125R_9.4;T;0;0,394;40;2020-06-10
183007128;001_1125R_9.4;T;0,394;0,533;60;2020-06-10
183014694;001_1129V_9.9;T;0;5,441;100;2020-06-10
183007129;001_1129V_9.9;T;5,441;5,448;100;2020-06-10
183007130;001_1145L_15.3;T;0;0,537;100;2020-06-10
183007131;001_1145R_15.3;T;0;0,299;40;2020-06-10
183007132;001_1145R_15.3;T;0,299;0,537;80;2020-06-10
183006952;002_305L_35.8;T;0;0,652;100;2020-06-10
183006953;002_305R_35.8;T;0;0,652;80;2020-06-10
183006954;002_313V_36.4;T;0;3,571;100;2020-06-10
183006955;002_325L_40.0;T;0;0,097;100;2020-06-10
183006956;002_325L_40.0;T;0,097;0,256;140;2020-06-10
183006957;002_325L_40.0;T;0,256;3,325;140;2020-06-10
183006958;002_325L_40.0;T;3,325;3,924;100;2020-06-10
183006959;002_325L_40.0;T;3,924;10,49;140;2020-06-10
183006960;002_325R_40.0;T;0;0,097;100;2020-06-10
183006961;002_325R_40.0;T;0,097;0,256;140;2020-06-10
183006962;002_325R_40.0;T;0,256;3,326;140;2020-06-10
183006963;002_325R_40.0;T;3,326;3,923;100;2020-06-10
183006964;002_325R_40.0;T;3,923;10,593;140;2020-06-10
183006965;002_345AL_50.5;T;0;0,239;140;2020-06-10
183006966;002_345AR_50.5;T;0;0,105;80;2020-06-10
183006967;002_345BV_50.6;T;0;0,025;140;2020-06-10
183006968;002_347AL_50.6;T;0;0,108;80;2020-06-10
183006969;002_347AR_50.6;T;0;0,797;140;2020-06-10
183006970;002_347BV_50.7;T;0;0,79;140;2020-06-10
183006971;002_355AL_51.4;T;0;0,101;80;2020-06-10
183006972;002_355AR_51.4;T;0;0,248;140;2020-06-10
183006973;002_355BV_51.5;T;0;0,046;140;2020-06-10
183006974;002_357AL_51.5;T;0;11,454;140;2020-06-10
183006975;002_357AL_51.5;T;11,454;11,939;140;2020-06-10
183006976;002_357AL_51.5;T;11,939;12,167;120;2020-06-10
183006977;002_357AR_51.5;T;0;0,101;80;2020-06-10
183006978;002_357BV_51.6;T;0;11,838;140;2020-06-10
183006979;002_357BV_51.6;T;11,838;11,919;140;2020-06-10
183006980;002_357BV_51.6;T;11,919;12,065;120;2020-06-10
183006985;002_373V_63.7;T;0;4,616;120;2020-06-10
183014744;002_385L_68.3;T;0;0,743;100;2020-06-10
183014745;002_385R_68.3;T;0;0,743;80;2020-06-10
183014916;002_393V_69.0;T;0;6,416;100;2020-06-10
183013413;002_405L_75.4;T;0;1,37;60;2020-06-10
183013383;002_405R_75.4;T;0;1,37;100;2020-06-10
183006726;004_3AL_101.8;T;0;0,773;100;2020-06-10
183006727;004_3AR_101.8;T;0;0,056;40;2020-06-10
183006728;004_3AV_101.8;T;0;0,223;100;2020-06-10
183006729;004_3AV_101.8;T;0,223;15,247;100;2020-06-10
183006730;004_3BL_101.8;T;0;0,108;100;2020-06-10
183006731;004_3BL_101.8;T;0,108;15,247;100;2020-06-10
183006732;004_3BV_101.8;T;0;0,075;100;2020-06-10
183006892;005_115L_126.6;T;0;0,345;100;2020-06-10
183006893;005_115R_126.6;T;0;0,345;40;2020-06-10
183006827;005_55L_109.5;T;0;0,582;40;2020-06-10
183006828;005_55R_109.5;T;0;0,582;100;2020-06-10
183006837;005_65V_110.1;T;0;3,965;100;2020-06-10
183006838;005_65V_110.1;T;3,965;4,046;100;2020-06-10
183006839;005_65V_110.1;T;4,046;4,085;40;2020-06-10
183006844;005_75L_114.2;T;0;0,103;40;2020-06-10
183006845;005_75R_114.2;T;0;0,807;40;2020-06-10
183006850;005_77L_114.3;T;0;0,663;40;2020-06-10
183006851;005_77R_114.3;T;0;0,663;40;2020-06-10
183006866;005_93V_115.0;T;0;0,041;40;2020-06-10
183006872;005_97V_115.0;T;0;0,049;40;2020-06-10
183006873;005_97V_115.0;T;0,049;11,627;100;2020-06-10
183006124;006_1003L_3.6;T;0;0,093;80;2020-06-10
183006125;006_1003L_3.6;T;0,093;0,128;100;2020-06-10
183006126;006_1003L_3.6;T;0,128;0,741;100;2020-06-10
183006127;006_1003R_3.6;T;0;0,093;80;2020-06-10
183006128;006_1003R_3.6;T;0,093;0,116;100;2020-06-10
183006129;006_1003R_3.6;T;0,116;0,846;100;2020-06-10
183006130;006_1009AL_4.3;T;0;0,665;100;2020-06-10
183006131;006_1009AL_4.3;T;0,665;5,778;120;2020-06-10
183006132;006_1009AL_4.3;T;5,778;5,832;120;2020-06-10
183006133;006_1009AR_4.3;T;0;0,103;80;2020-06-10
183006134;006_1009BV_4.4;T;0;0,561;100;2020-06-10
183006135;006_1009BV_4.4;T;0,561;5,627;120;2020-06-10
183006136;006_1009BV_4.4;T;5,627;5,629;120;2020-06-10
183006137;006_1017AL_10.1;T;0;0,102;80;2020-06-10
183006138;006_1017AR_10.1;T;0;0,509;120;2020-06-10
183006139;006_1017AR_10.1;T;0,509;0,989;100;2020-06-10
183006140;006_1017AR_10.1;T;0,989;1,013;100;2020-06-10
183006141;006_1017AR_10.1;T;1,013;1,013;80;2020-06-10
183006142;006_1017BV_10.2;T;0;0,408;120;2020-06-10
183006143;006_1017BV_10.2;T;0,408;0,887;100;2020-06-10
183006144;006_1017BV_10.2;T;0,887;0,911;80;2020-06-10
183009401;007_151L_4.3;T;0;0,371;40;2020-06-10
183009402;007_151L_4.3;T;0,371;0,638;80;2020-06-10
183009403;007_151R_4.3;T;0;0,571;60;2020-06-10
183009404;007_151R_4.3;T;0,571;0,637;40;2020-06-10
183009405;007_151V_4.3;T;0;0,042;60;2020-06-10
183009406;007_151V_4.3;T;0,042;0,118;80;2020-06-10
183009407;007_151V_4.3;T;0,118;4,016;80;2020-06-10
183009408;007_157V_4.9;T;0;0,002;80;2020-06-10
183009409;007_157V_4.9;T;0,002;2,734;80;2020-06-10
183009410;007_157V_4.9;T;2,734;2,969;80;2020-06-10
183009411;007_157V_4.9;T;2,969;2,977;60;2020-06-10
183007469;008_1215L_9.5;T;0;0,756;70;2020-06-10
183007470;008_1215R_9.5;T;0;0,756;100;2020-06-10
183007471;008_1221V_10.3;T;0;0,005;100;2020-06-10
183007472;008_1221V_10.3;T;0,005;10,075;100;2020-06-10
183007473;008_1221V_10.3;T;10,075;10,271;100;2020-06-10
183007474;008_1231L_20.5;T;0;0,056;100;2020-06-10
183007475;008_1231L_20.5;T;0,056;0,328;40;2020-06-10
183007476;008_1231R_20.5;T;0;0,327;40;2020-06-10
183007477;008_1235V_20.8;T;0;0,544;40;2020-06-10
183007478;008_1245L_21.4;T;0;0,244;40;2020-06-10
183007479;008_1245L_21.4;T;0,244;0,54;100;2020-06-10
183007480;008_1245R_21.4;T;0;0,541;40;2020-06-10
183007481;008_1253V_21.9;T;0;0,158;100;2020-06-10
183014733;008_1255L_22.1;T;0;0,246;40;2020-06-10
183007482;008_1255R_22.1;T;0;0,043;100;2020-06-10
183007483;008_1255R_22.1;T;0,043;2,8;100;2020-06-10
183007484;008_1255R_22.1;T;2,8;3,31;100;2020-06-10
183007485;008_1255R_22.1;T;3,31;15,097;100;2020-06-10
183007486;008_1255R_22.1;T;15,097;15,145;100;2020-06-10
183007487;008_1267L_37.2;T;0;0,372;100;2020-06-10
183007488;008_1267R_37.2;T;0;0,373;40;2020-06-10
183007489;008_1273V_37.6;T;0;0,009;100;2020-06-10
183007490;008_1273V_37.6;T;0,009;2,45;100;2020-06-10
183007491;008_1273V_37.6;T;2,45;3,216;100;2020-06-10
183007492;008_1273V_37.6;T;3,216;12,723;100;2020-06-10
183015955;008_931L_22.4;T;0;0,03;40;2020-06-10
183007466;008_931R_22.4;T;0;0,035;40;2020-06-10
183007467;008_931V_22.4;T;0;0,072;40;2020-06-10
183007468;008_934L_22.3;T;0;0,117;40;2020-06-10
183015940;008_934R_22.3;T;0;0,1;40;2020-06-10
183011636;009_101V_138.5;T;0;0,006;80;2020-06-10
183011637;009_103AL_138.5;T;0;0,062;40;2020-06-10
183011638;009_103AR_138.5;T;0;0,233;80;2020-06-10
183011639;009_103BV_138.6;T;0;0,111;90;2020-06-10
183011640;009_105AL_138.7;T;0;0,066;90;2020-06-10
183011641;009_105AL_138.7;T;0,066;8,838;140;2020-06-10
183011642;009_105AL_138.7;T;8,838;9,578;140;2020-06-10
183011643;009_105AR_138.7;T;0;0,06;40;2020-06-10
183011644;009_105BV_138.8;T;0;0,004;80;2020-06-10
183011645;009_105BV_138.8;T;0,004;0,492;140;2020-06-10
183011646;009_105BV_138.8;T;0,492;9,405;140;2020-06-10
183011647;009_105BV_138.8;T;9,405;9,455;140;2020-06-10
183011648;009_115AL_148.1;T;0;0,062;40;2020-06-10
183011649;009_115AR_148.1;T;0;1,3;140;2020-06-10
183011650;009_115BV_148.2;T;0;0,012;140;2020-06-10
183011651;009_117L_148.2;T;0;0,699;40;2020-06-10
183011652;009_117R_148.2;T;0;0,698;140;2020-06-10
183011653;009_129V_148.9;T;0;0,468;140;2020-06-10
183011654;009_131AR_149.4;T;0;0,06;40;2020-06-10
